OrderNumber,Provider,EventTime,Status,SourceCity,SourceCountry,SourceLat,SourceLong,DestinationName,DestinationStreet,DestinationCity,DestinationZip,DestinationCountry,DestinationLat,DestinationLong,ShippingContents,WeightKg,FailureNote,Meta_CancelReason,Meta_RerouteCount,Meta_DowntimeHours,Meta_DelayHours
5e2d36f5-11ac-4d1a-be54-6dbd03eab7a3,DPD,2025-06-01T06:37:06.582675Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Megan Nielsen,Oak St 29,Oslo,75654,Norway,59.9139,10.7522,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",1.97,,,,,
5e2d36f5-11ac-4d1a-be54-6dbd03eab7a3,DPD,2025-06-06T00:32:06.337919Z,Routing,Stockholm,Sweden,59.3293,18.0686,Megan Nielsen,Oak St 29,Oslo,75654,Norway,59.9139,10.7522,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",1.97,,,,,
5e2d36f5-11ac-4d1a-be54-6dbd03eab7a3,DPD,2025-06-07T08:31:18.679805Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Megan Nielsen,Oak St 29,Oslo,75654,Norway,59.9139,10.7522,"[{""category"": ""Kids"", ""name"": ""Unicorn Spark"", ""size"": ""44"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",1.97,,,,,
2df251ab-9d92-4c43-b179-0f0d765a4795,DPD,2025-05-03T15:40:39.878016Z,Dispatched,Berlin,Germany,52.52,13.405,John Todd,Elm St 55,Warsaw,82396,Poland,52.2297,21.0122,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}]",1.12,,,,,
2df251ab-9d92-4c43-b179-0f0d765a4795,DPD,2025-05-09T04:36:05.578795Z,PickedUp,Berlin,Germany,52.52,13.405,John Todd,Elm St 55,Warsaw,82396,Poland,52.2297,21.0122,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}]",1.12,,,,,
2df251ab-9d92-4c43-b179-0f0d765a4795,DPD,2025-05-10T23:23:50.702086Z,Routing,Berlin,Germany,52.52,13.405,John Todd,Elm St 55,Warsaw,82396,Poland,52.2297,21.0122,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}]",1.12,,,,,
2df251ab-9d92-4c43-b179-0f0d765a4795,DPD,2025-05-11T17:39:57.071433Z,Delivered,Berlin,Germany,52.52,13.405,John Todd,Elm St 55,Warsaw,82396,Poland,52.2297,21.0122,"[{""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}]",1.12,,,,,
fd254306-3999-421b-984e-c6e3f8b199e6,DPD,2025-05-14T10:49:04.263609Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Matthew Curry,Elm St 137,Madrid,91943,Spain,40.4168,-3.7038,"[{""category"": ""GenZ Pros"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""42"", ""qty"": 1}]",3.65,,,,,
fd254306-3999-421b-984e-c6e3f8b199e6,DPD,2025-05-18T16:30:39.346315Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Matthew Curry,Elm St 137,Madrid,91943,Spain,40.4168,-3.7038,"[{""category"": ""GenZ Pros"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""42"", ""qty"": 1}]",3.65,,,,,
fd254306-3999-421b-984e-c6e3f8b199e6,DPD,2025-05-20T08:25:13.436332Z,Routing,Stockholm,Sweden,59.3293,18.0686,Matthew Curry,Elm St 137,Madrid,91943,Spain,40.4168,-3.7038,"[{""category"": ""GenZ Pros"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""42"", ""qty"": 1}]",3.65,,,,,
fd254306-3999-421b-984e-c6e3f8b199e6,DPD,2025-05-21T20:37:46.435305Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Matthew Curry,Elm St 137,Madrid,91943,Spain,40.4168,-3.7038,"[{""category"": ""GenZ Pros"", ""name"": ""Rainbow Dream"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Stockholm Modern"", ""size"": ""42"", ""qty"": 1}]",3.65,,,,,
7522bbfe-e2b0-48c8-80d2-41380e5e7a6d,DPD,2025-05-14T06:26:02.324381Z,Dispatched,Berlin,Germany,52.52,13.405,Gina Peck,Oak St 125,Amsterdam,75731,Netherlands,52.3676,4.9041,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",2.73,,,,,
7522bbfe-e2b0-48c8-80d2-41380e5e7a6d,DPD,2025-05-20T23:18:00.322279Z,PickedUp,Berlin,Germany,52.52,13.405,Gina Peck,Oak St 125,Amsterdam,75731,Netherlands,52.3676,4.9041,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",2.73,,,,,
7522bbfe-e2b0-48c8-80d2-41380e5e7a6d,DPD,2025-05-27T09:11:51.392256Z,Routing,Berlin,Germany,52.52,13.405,Gina Peck,Oak St 125,Amsterdam,75731,Netherlands,52.3676,4.9041,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",2.73,,,,,
7522bbfe-e2b0-48c8-80d2-41380e5e7a6d,DPD,2025-05-29T10:43:05.845086Z,Delivered,Berlin,Germany,52.52,13.405,Gina Peck,Oak St 125,Amsterdam,75731,Netherlands,52.3676,4.9041,"[{""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""38"", ""qty"": 1}, {""category"": ""GenZ Pros"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 2}]",2.73,,,,,
7e9e837a-cb75-4403-b277-3edf6717c198,DPD,2025-05-27T21:52:06.728940Z,Dispatched,Berlin,Germany,52.52,13.405,Daniel Jackson,Main St 44,Madrid,20466,Spain,40.4168,-3.7038,"[{""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 1}]",4.8,,,,,
7e9e837a-cb75-4403-b277-3edf6717c198,DPD,2025-06-03T15:33:32.480531Z,PickedUp,Berlin,Germany,52.52,13.405,Daniel Jackson,Main St 44,Madrid,20466,Spain,40.4168,-3.7038,"[{""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 1}]",4.8,,,,,
7e9e837a-cb75-4403-b277-3edf6717c198,DPD,2025-06-10T12:05:08.200526Z,Routing,Berlin,Germany,52.52,13.405,Daniel Jackson,Main St 44,Madrid,20466,Spain,40.4168,-3.7038,"[{""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 1}]",4.8,,,,,
7e9e837a-cb75-4403-b277-3edf6717c198,DPD,2025-06-11T23:22:52.487938Z,Delivered,Berlin,Germany,52.52,13.405,Daniel Jackson,Main St 44,Madrid,20466,Spain,40.4168,-3.7038,"[{""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Vivid Runner"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Altars"", ""name"": ""Midnight Black"", ""size"": ""40"", ""qty"": 1}]",4.8,,,,,
20f85f32-52be-40e8-813f-9e1b4b447629,DPD,2025-05-27T20:08:35.618611Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Gerald Fox,Main St 142,Rome,45066,Italy,41.9028,12.4964,"[{""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}]",3.65,,,,,
20f85f32-52be-40e8-813f-9e1b4b447629,DPD,2025-06-03T15:46:23.936423Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Gerald Fox,Main St 142,Rome,45066,Italy,41.9028,12.4964,"[{""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}]",3.65,,,,,
20f85f32-52be-40e8-813f-9e1b4b447629,DPD,2025-06-08T09:05:28.750384Z,Routing,Stockholm,Sweden,59.3293,18.0686,Gerald Fox,Main St 142,Rome,45066,Italy,41.9028,12.4964,"[{""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}]",3.65,,,,,
20f85f32-52be-40e8-813f-9e1b4b447629,DPD,2025-06-09T14:32:13.238893Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Gerald Fox,Main St 142,Rome,45066,Italy,41.9028,12.4964,"[{""category"": ""GenZ Pros"", ""name"": ""Emerald Green"", ""size"": ""36"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}]",3.65,,,,,
0783f0b3-b7be-431a-999f-62d3605d6f70,DPD,2025-05-13T10:41:56.587364Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Anthony Davis,High St 109,Helsinki,39794,Finland,60.1699,24.9384,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 1}]",3.16,,,,,
0783f0b3-b7be-431a-999f-62d3605d6f70,DPD,2025-05-20T01:39:46.451791Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Anthony Davis,High St 109,Helsinki,39794,Finland,60.1699,24.9384,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 1}]",3.16,,,,,
0783f0b3-b7be-431a-999f-62d3605d6f70,DPD,2025-05-23T18:42:34.736531Z,Routing,Tallinn,Estonia,59.437,24.7536,Anthony Davis,High St 109,Helsinki,39794,Finland,60.1699,24.9384,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 1}]",3.16,,,,,
0783f0b3-b7be-431a-999f-62d3605d6f70,DPD,2025-05-24T13:19:01.960953Z,Delivered,Tallinn,Estonia,59.437,24.7536,Anthony Davis,High St 109,Helsinki,39794,Finland,60.1699,24.9384,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Unicorn Spark"", ""size"": ""42"", ""qty"": 1}]",3.16,,,,,
3cf6338b-2a29-414d-814b-f4e13a2065b9,DPD,2025-05-25T18:37:14.452943Z,Dispatched,Berlin,Germany,52.52,13.405,Stephanie Rios,Maple Ave 187,Madrid,28452,Spain,40.4168,-3.7038,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",2.72,,,,,
3cf6338b-2a29-414d-814b-f4e13a2065b9,DPD,2025-06-05T02:04:24.695760Z,PickedUp,Berlin,Germany,52.52,13.405,Stephanie Rios,Maple Ave 187,Madrid,28452,Spain,40.4168,-3.7038,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",2.72,Late pickup due to weather,,,2.12,
3cf6338b-2a29-414d-814b-f4e13a2065b9,DPD,2025-06-10T17:49:22.634320Z,Routing,Berlin,Germany,52.52,13.405,Stephanie Rios,Maple Ave 187,Madrid,28452,Spain,40.4168,-3.7038,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",2.72,,,,,
3cf6338b-2a29-414d-814b-f4e13a2065b9,DPD,2025-06-12T06:57:55.697073Z,Delivered,Berlin,Germany,52.52,13.405,Stephanie Rios,Maple Ave 187,Madrid,28452,Spain,40.4168,-3.7038,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Stockholm Modern"", ""size"": ""38"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""42"", ""qty"": 1}]",2.72,,,,,
3c2658ec-c35c-4837-9dfb-c739cd3966c0,DPD,2025-05-13T01:36:57.143585Z,Dispatched,Berlin,Germany,52.52,13.405,Veronica Davis,High St 44,Amsterdam,32008,Netherlands,52.3676,4.9041,"[{""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",0.94,,,,,
3c2658ec-c35c-4837-9dfb-c739cd3966c0,DPD,2025-05-20T02:48:28.191506Z,PickedUp,Berlin,Germany,52.52,13.405,Veronica Davis,High St 44,Amsterdam,32008,Netherlands,52.3676,4.9041,"[{""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",0.94,,,,,
3c2658ec-c35c-4837-9dfb-c739cd3966c0,DPD,2025-05-26T23:48:45.260294Z,Routing,Berlin,Germany,52.52,13.405,Veronica Davis,High St 44,Amsterdam,32008,Netherlands,52.3676,4.9041,"[{""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",0.94,,,,,
3c2658ec-c35c-4837-9dfb-c739cd3966c0,DPD,2025-05-28T17:06:22.386467Z,Delivered,Berlin,Germany,52.52,13.405,Veronica Davis,High St 44,Amsterdam,32008,Netherlands,52.3676,4.9041,"[{""category"": ""Colours"", ""name"": ""Sunshine Yellow"", ""size"": ""36"", ""qty"": 1}]",0.94,,,,,
89720d17-34a5-4202-abdf-4b7bec034981,DPD,2025-05-15T20:01:41.409098Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Jenna Miller,Main St 134,Prague,97387,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""40"", ""qty"": 1}]",0.87,,,,,
89720d17-34a5-4202-abdf-4b7bec034981,DPD,2025-05-18T02:23:01.631133Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Jenna Miller,Main St 134,Prague,97387,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""40"", ""qty"": 1}]",0.87,,,,,
89720d17-34a5-4202-abdf-4b7bec034981,DPD,2025-05-25T12:44:58.826624Z,Routing,Tallinn,Estonia,59.437,24.7536,Jenna Miller,Main St 134,Prague,97387,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""40"", ""qty"": 1}]",0.87,,,,,
89720d17-34a5-4202-abdf-4b7bec034981,DPD,2025-05-27T00:17:09.055565Z,Delivered,Tallinn,Estonia,59.437,24.7536,Jenna Miller,Main St 134,Prague,97387,Czech Republic,50.0755,14.4378,"[{""category"": ""Kids"", ""name"": ""Berlin Classic"", ""size"": ""40"", ""qty"": 1}]",0.87,,,,,
4e1e14f3-bcb2-45cd-9f16-9d16b29cf101,DPD,2025-05-12T12:15:30.682310Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Elijah Rodriguez,Oak St 10,Gothenburg,54225,Sweden,57.7089,11.9746,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}]",3.78,,,,,
4e1e14f3-bcb2-45cd-9f16-9d16b29cf101,DPD,2025-05-18T05:42:40.643099Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Elijah Rodriguez,Oak St 10,Gothenburg,54225,Sweden,57.7089,11.9746,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}]",3.78,,,,,
4e1e14f3-bcb2-45cd-9f16-9d16b29cf101,DPD,2025-05-22T14:17:12.947033Z,Routing,Stockholm,Sweden,59.3293,18.0686,Elijah Rodriguez,Oak St 10,Gothenburg,54225,Sweden,57.7089,11.9746,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}]",3.78,,,,,
4e1e14f3-bcb2-45cd-9f16-9d16b29cf101,DPD,2025-05-25T12:38:40.500248Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Elijah Rodriguez,Oak St 10,Gothenburg,54225,Sweden,57.7089,11.9746,"[{""category"": ""Colours"", ""name"": ""Tallinn Kids"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Sunshine Yellow"", ""size"": ""40"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""44"", ""qty"": 1}]",3.78,,,,,
2f99505d-cfeb-4873-a19e-52122a96a102,DPD,2025-05-16T10:14:26.461303Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Amanda Brown,Main St 129,Paris,12085,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""40"", ""qty"": 1}]",0.8,,,,,
2f99505d-cfeb-4873-a19e-52122a96a102,DPD,2025-05-23T21:57:19.031837Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Amanda Brown,Main St 129,Paris,12085,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""40"", ""qty"": 1}]",0.8,,,,,
2f99505d-cfeb-4873-a19e-52122a96a102,DPD,2025-05-26T04:45:32.785763Z,Routing,Tallinn,Estonia,59.437,24.7536,Amanda Brown,Main St 129,Paris,12085,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""40"", ""qty"": 1}]",0.8,,,,,
2f99505d-cfeb-4873-a19e-52122a96a102,DPD,2025-05-27T02:22:58.912592Z,Delivered,Tallinn,Estonia,59.437,24.7536,Amanda Brown,Main St 129,Paris,12085,France,48.8566,2.3522,"[{""category"": ""Kids"", ""name"": ""Emerald Green"", ""size"": ""40"", ""qty"": 1}]",0.8,,,,,
dc936e66-1f6c-4a25-8383-7a3acb7adb67,DPD,2025-05-03T00:53:11.069727Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Wendy Armstrong,Oak St 80,Copenhagen,15128,Denmark,55.6761,12.5683,"[{""category"": ""Colours"", ""name"": ""Midnight Black"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 1}]",2.98,,,,,
dc936e66-1f6c-4a25-8383-7a3acb7adb67,DPD,2025-05-17T20:22:22.513714Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Wendy Armstrong,Oak St 80,Copenhagen,15128,Denmark,55.6761,12.5683,"[{""category"": ""Colours"", ""name"": ""Midnight Black"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 1}]",2.98,Late pickup due to weather,,,2.54,
dc936e66-1f6c-4a25-8383-7a3acb7adb67,DPD,2025-05-23T13:39:41.523083Z,Routing,Stockholm,Sweden,59.3293,18.0686,Wendy Armstrong,Oak St 80,Copenhagen,15128,Denmark,55.6761,12.5683,"[{""category"": ""Colours"", ""name"": ""Midnight Black"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 1}]",2.98,,,,,
dc936e66-1f6c-4a25-8383-7a3acb7adb67,DPD,2025-05-25T17:03:27.133848Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Wendy Armstrong,Oak St 80,Copenhagen,15128,Denmark,55.6761,12.5683,"[{""category"": ""Colours"", ""name"": ""Midnight Black"", ""size"": ""44"", ""qty"": 2}, {""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 1}]",2.98,,,,,
c142fafb-5949-4923-87ed-c7322df2f0e3,DPD,2025-05-15T14:28:41.094831Z,Dispatched,Stockholm,Sweden,59.3293,18.0686,Jessica Johnson,High St 131,Paris,37817,France,48.8566,2.3522,"[{""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""40"", ""qty"": 2}]",4.99,,,,,
c142fafb-5949-4923-87ed-c7322df2f0e3,DPD,2025-05-21T09:29:48.181663Z,PickedUp,Stockholm,Sweden,59.3293,18.0686,Jessica Johnson,High St 131,Paris,37817,France,48.8566,2.3522,"[{""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""40"", ""qty"": 2}]",4.99,,,,,
c142fafb-5949-4923-87ed-c7322df2f0e3,DPD,2025-05-26T20:24:16.980506Z,Routing,Stockholm,Sweden,59.3293,18.0686,Jessica Johnson,High St 131,Paris,37817,France,48.8566,2.3522,"[{""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""40"", ""qty"": 2}]",4.99,,,,,
c142fafb-5949-4923-87ed-c7322df2f0e3,DPD,2025-05-28T21:22:13.816179Z,Delivered,Stockholm,Sweden,59.3293,18.0686,Jessica Johnson,High St 131,Paris,37817,France,48.8566,2.3522,"[{""category"": ""Colours"", ""name"": ""Emerald Green"", ""size"": ""38"", ""qty"": 2}, {""category"": ""Kids"", ""name"": ""Tallinn Kids"", ""size"": ""36"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Rainbow Dream"", ""size"": ""40"", ""qty"": 2}]",4.99,,,,,
2b60bb14-f198-4717-a885-bcc130df4479,DPD,2025-05-08T23:05:22.224776Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Jennifer Morris,Maple Ave 169,Vienna,72346,Austria,48.2082,16.3738,"[{""category"": ""Altars"", ""name"": ""Berlin Classic"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",3.69,,,,,
2b60bb14-f198-4717-a885-bcc130df4479,DPD,2025-05-14T22:02:10.158561Z,PickedUp,Tallinn,Estonia,59.437,24.7536,Jennifer Morris,Maple Ave 169,Vienna,72346,Austria,48.2082,16.3738,"[{""category"": ""Altars"", ""name"": ""Berlin Classic"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",3.69,,,,,
2b60bb14-f198-4717-a885-bcc130df4479,DPD,2025-05-19T12:13:23.925803Z,Routing,Tallinn,Estonia,59.437,24.7536,Jennifer Morris,Maple Ave 169,Vienna,72346,Austria,48.2082,16.3738,"[{""category"": ""Altars"", ""name"": ""Berlin Classic"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",3.69,,,,,
2b60bb14-f198-4717-a885-bcc130df4479,DPD,2025-05-22T09:36:27.945435Z,Delivered,Tallinn,Estonia,59.437,24.7536,Jennifer Morris,Maple Ave 169,Vienna,72346,Austria,48.2082,16.3738,"[{""category"": ""Altars"", ""name"": ""Berlin Classic"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Altars"", ""name"": ""Tallinn Kids"", ""size"": ""42"", ""qty"": 1}, {""category"": ""Kids"", ""name"": ""Vivid Runner"", ""size"": ""42"", ""qty"": 2}]",3.69,,,,,
9a70cbc1-b572-4c66-b69e-a397ce11f7b6,DPD,2025-05-09T18:04:38.746541Z,Dispatched,Tallinn,Estonia,59.437,24.7536,Amanda Dudley,Elm St 169,Brussels,77713,Belgium,50.8503,4.3517,"[{""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""40"", ""qty"": 1}, {""category"": ""Colours"", ""name"": ""Rainbow Dream"", ""size"": ""38"", ""qty"": 2}, {""category"": ""GenZ Pros"", ""name"": ""Berlin Classic"", ""size"": ""44"", ""qty"": 2}]",5.43,,,,,
